0.05001	0.684984
0.05501	0.646352
0.06001	0.610068
0.06501	0.576351
0.07001	0.545285
0.07501	0.516862
0.08001	0.49101
0.08501	0.467614
0.09001	0.446542
0.09501	0.427646
0.10001	0.410784
0.10501	0.395813
0.11001	0.382604
0.11501	0.371037
0.12001	0.361004
0.12501	0.352413
0.13001	0.345181
0.13501	0.339241
0.14001	0.334539
0.14501	0.331032
0.15001	0.32869
0.15501	0.327497
0.16001	0.327445
0.16501	0.328543
0.17001	0.33081
0.17501	0.334278
0.18001	0.338994
0.18501	0.345017
0.19001	0.352425
0.19501	0.361307
0.20001	0.371773
0.20501	0.383949
0.21001	0.39798
0.21501	0.41403
0.22001	0.432278
0.22501	0.45292
0.23001	0.47616
0.23501	0.502204
0.24001	0.531244
0.24501	0.563437
0.25001	0.598872
0.25501	0.637531
0.26001	0.679223
0.26501	0.723517
0.27001	0.769661
0.27501	0.816503
0.28001	0.862438
0.28501	0.905414
0.29001	0.943033
0.29501	0.972771
0.30001	0.992312
0.30501	0.999933
0.31001	0.994846
0.31501	0.977375
0.32001	0.948905
0.32501	0.911631
0.33001	0.868176
0.33501	0.821229
0.34001	0.773265
0.34501	0.726424
0.35001	0.682554
0.35501	0.643464
0.36001	0.611612
0.36501	0.592308
0.37001	0.6044
0.37501	0.802245
0.38001	0.141079
0.38501	0.27751
0.39001	0.289752
0.39501	0.275706
0.40001	0.241376
0.40501	0.143717
0.41001	0.849307
0.41501	0.421229
0.42001	0.358978
0.42501	0.33245
0.43001	0.31708
0.43501	0.307115
0.44001	0.300518
0.44501	0.296396
0.45001	0.294311
0.45501	0.294042
0.46001	0.295494
0.46501	0.29865
0.47001	0.303557
0.47501	0.310311
0.48001	0.319046
0.48501	0.329862
0.49001	0.342472
0.49501	0.353449
0.50001	0.207954
0.50501	0.471301
0.51001	0.526364
0.51501	0.679848
0.52001	0.931153
0.52501	0.0258989
0.53001	0.0886355
0.53501	0.456205
0.54001	0.742909
0.54501	0.677448
0.55001	0.696742
0.55501	0.738999
0.56001	0.790529
0.56501	0.845215
0.57001	0.898244
0.57501	0.944699
0.58001	0.979505
0.58501	0.997989
0.59001	0.996703
0.59501	0.974035
0.60001	0.930138
0.60501	0.865775
0.61001	0.77945
0.61501	0.65971
0.62001	0.453782
0.62501	0.00719517
0.63001	0.991134
0.63501	0.914571
0.64001	0.853808
0.64501	0.923622
0.65001	0.403108
0.65501	0.544697
0.66001	0.632934
