0.05001	0.674567
0.05501	0.635437
0.06001	0.598842
0.06501	0.56497
0.07001	0.533879
0.07501	0.505532
0.08001	0.479833
0.08501	0.456649
0.09001	0.435826
0.09501	0.417207
0.10001	0.400636
0.10501	0.385963
0.11001	0.37305
0.11501	0.361775
0.12001	0.352024
0.12501	0.343701
0.13001	0.336724
0.13501	0.331024
0.14001	0.326543
0.14501	0.323238
0.15001	0.32108
0.15501	0.320049
0.16001	0.32014
0.16501	0.321357
0.17001	0.32372
0.17501	0.327258
0.18001	0.332018
0.18501	0.338056
0.19001	0.345446
0.19501	0.354275
0.20001	0.364648
0.20501	0.376688
0.21001	0.390532
0.21501	0.406339
0.22001	0.424281
0.22501	0.444547
0.23001	0.467333
0.23501	0.49284
0.24001	0.521255
0.24501	0.552735
0.25001	0.587381
0.25501	0.625193
0.26001	0.666022
0.26501	0.709504
0.27001	0.754987
0.27501	0.801458
0.28001	0.847488
0.28501	0.891226
0.29001	0.930468
0.29501	0.962839
0.30001	0.986067
0.30501	0.998335
0.31001	0.998606
0.31501	0.98684
0.32001	0.964008
0.32501	0.931918
0.33001	0.892897
0.33501	0.849439
0.34001	0.803911
0.34501	0.758364
0.35001	0.714457
0.35501	0.673487
0.36001	0.63648
0.36501	0.604365
0.37001	0.578233
0.37501	0.559847
0.38001	0.552861
0.38501	0.566683
0.39001	0.633738
0.39501	0.916203
0.40001	0.000444066
0.40501	0.134277
0.41001	0.190664
0.41501	0.22456
0.42001	0.231191
0.42501	0.234376
0.43001	0.235293
0.43501	0.235183
0.44001	0.234758
0.44501	0.234435
0.45001	0.234477
0.45501	0.235067
0.46001	0.236357
0.46501	0.238508
0.47001	0.241758
0.47501	0.246606
0.48001	0.25463
0.48501	0.276727
0.49001	0.196562
0.49501	0.244513
0.50001	0.257611
0.50501	0.267771
0.51001	0.277365
0.51501	0.286699
0.52001	0.295376
0.52501	0.30229
0.53001	0.305079
0.53501	0.298595
0.54001	0.270313
0.54501	0.184179
0.55001	0.000131438
0.55501	0.982223
0.56001	0.259085
0.56501	0.994038
0.57001	0.968411
0.57501	0.969196
0.58001	0.981254
0.58501	0.993775
0.59001	0.999921
0.59501	0.995339
0.60001	0.977906
0.60501	0.947749
0.61001	0.907188
0.61501	0.861127
0.62001	0.823793
0.62501	0.128768
0.63001	0.641777
0.63501	0.595931
0.64001	0.547755
0.64501	0.501898
0.65001	0.459901
0.65501	0.421007
0.66001	0.386771
0.66501	0.355957
0.67001	0.328226
0.67501	0.30298
0.68001	0.279079
0.68501	0.250834
0.69001	0.271422
0.69501	0.235849
0.70001	0.216065
0.70501	0.196617
0.71001	0.172175
0.71501	0.12086
0.72001	0.539879
0.72501	0.229399
0.73001	0.190112
0.73501	0.167615
0.74001	0.14229
0.74501	0.113681
0.75001	0.0750679
0.75501	0.02303
0.76001	0.0247544
0.76501	0.762466
0.77001	0.876751
0.77501	0.629434
0.78001	0.0367063
0.78501	0.664629
0.79001	0.620674
0.79501	0.691002
0.80001	0.229387
0.80501	0.448631
0.81001	0.415544
0.81501	0.614735
0.82001	0.431601
0.82501	0.842547
0.83001	0.956077
0.83501	0.0471231
0.84001	0.472268
0.84501	0.687126
0.85001	0.989214
0.85501	0.803258
0.86001	0.89443
0.86501	0.952732
0.87001	0.988109
0.87501	1
0.88001	0.987921
0.88501	0.952747
0.89001	0.888332
0.89501	0.869983
0.90001	0.788937
0.90501	0.716291
0.91001	0.648762
0.91501	0.591509
0.92001	0.526019
0.92501	0.474123
0.93001	0.427767
0.93501	0.386869
0.94001	0.351481
0.94501	0.323946
0.95001	0.403653
0.95501	0.20392
0.96001	0.349676
0.96501	0.0100437
0.97001	0.140258
0.97501	0.123113
0.98001	0.0931798
0.98501	0.0617783
0.99001	0.161127
0.99501	0.00278206
1.00001	0.177315
1.00501	0.529242
1.01001	0.466939
1.01501	0.416427
1.02001	0.350944
1.02501	0.519539
1.03001	0.422987
1.03501	0.414578
1.04001	0.358488
1.04501	0.39391
1.05001	0.431736
1.05501	0.442053
1.06001	0.340799
1.06501	0.248797
1.07001	0.243346
1.07501	0.259066
1.08001	0.252302
1.08501	0.34204
1.09001	0.366734
1.09501	0.393849
1.10001	0.468255
1.10501	0.611748
1.11001	0.444072
1.11501	0.528038
1.12001	0.57865
1.12501	0.633385
1.13001	0.683826
1.13501	0.734303
1.14001	0.777187
1.14501	0.811783
1.15001	0.830079
1.15501	0.833789
1.16001	0.817573
1.16501	0.848074
1.17001	0.769105
1.17501	0.720346
1.18001	0.662646
1.18501	0.688486
1.19001	0.673649
1.19501	0.616855
1.20001	0.632328
1.20501	0.527807
1.21001	0.489345
1.21501	0.458953
1.22001	0.486307
1.22501	0.490365
1.23001	0.539582
1.23501	0.333331
1.24001	0.387933
1.24501	0.430206
1.25001	0.475849
1.25501	0.539987
1.26001	0.420717
1.26501	0.305555
1.27001	0.331249
1.27501	0.344408
1.28001	0.414879
1.28501	0.40523
1.29001	0.378765
1.29501	0.374937
1.30001	0.320961
1.30501	0.299793
1.31001	0.282811
1.31501	0.268844
1.32001	0.256261
1.32501	0.24068
1.33001	0.182449
1.33501	0.234853
1.34001	0.213577
1.34501	0.625226
1.35001	0.327797
1.35501	0.274467
1.36001	0.49158
1.36501	0.54211
1.37001	0.45403
1.37501	0.442667
1.38001	0.448334
1.38501	0.437715
1.39001	0.611752
1.39501	0.695425
1.40001	0.511868
1.40501	0.553735
1.41001	0.586405
1.41501	0.800226
1.42001	0.764986
1.42501	0.83546
1.43001	0.782537
1.43501	0.779228
1.44001	0.764316
1.44501	0.742329
1.45001	0.854283
1.45501	0.874862
1.46001	0.797423
1.46501	0.748276
1.47001	0.68923
1.47501	0.55161
1.48001	0.531275
1.48501	0.60938
1.49001	0.44688
1.49501	0.587216
1.50001	0.586576
1.50501	0.587407
1.51001	0.522141
1.51501	0.531174
1.52001	0.515421
1.52501	0.482707
1.53001	0.444761
1.53501	0.408584
1.54001	0.450376
1.54501	0.50433
1.55001	0.46192
1.55501	0.42056
1.56001	0.331454
1.56501	0.339648
1.57001	0.339379
1.57501	0.317739
1.58001	0.310927
1.58501	0.30428
1.59001	0.441484
1.59501	0.329432
1.60001	0.337425
1.60501	0.320387
1.61001	0.485741
1.61501	0.254413
1.62001	0.366371
1.62501	0.303492
1.63001	0.415141
1.63501	0.355338
1.64001	0.470569
1.64501	0.340662
1.65001	0.538478
1.65501	0.478382
1.66001	0.38113
1.66501	0.535605
1.67001	0.409419
1.67501	0.614476
1.68001	0.558873
1.68501	0.634316
1.69001	0.659709
1.69501	0.758522
1.70001	0.760101
1.70501	0.796195
1.71001	0.924472
1.71501	0.88996
1.72001	0.864511
1.72501	0.79638
1.73001	0.879083
1.73501	0.753793
1.74001	0.697462
1.74501	0.73478
1.75001	0.763402
1.75501	0.604382
1.76001	0.551576
1.76501	0.528895
1.77001	0.492373
1.77501	0.483907
1.78001	0.473616
1.78501	0.468082
1.79001	0.467992
1.79501	0.477486
1.80001	0.49634
1.80501	0.345733
1.81001	0.555222
1.81501	0.330531
1.82001	0.371746
1.82501	0.304239
1.83001	0.409236
1.83501	0.300085
1.84001	0.325331
1.84501	0.32488
1.85001	0.339479
1.85501	0.357258
1.86001	0.43242
1.86501	0.288984
1.87001	0.267796
1.87501	0.257855
1.88001	0.397123
1.88501	0.369263
1.89001	0.362386
1.89501	0.355845
1.90001	0.420546
1.90501	0.553646
1.91001	0.495854
1.91501	0.506927
1.92001	0.487168
1.92501	0.370153
1.93001	0.423354
1.93501	0.46056
1.94001	0.533407
1.94501	0.582211
1.95001	0.527892
1.95501	0.629282
1.96001	0.655882
1.96501	0.716377
1.97001	0.676507
1.97501	0.639851
1.98001	0.592764
1.98501	0.628344
1.99001	0.666524
1.99501	0.693628
2.00001	0.742813
